Save File As,Default
File Name,default
Test Time,1000
Show Relative Dose,FALSE
Calibration Factor,1.0
Temperature Correction,0.0
Reference diff Voltage,1000.0
Integrator Mode,TRUE
Integration Time,160
Reset Time,500
Facility,Blue Physics
Investigator,Marcos
Source,Light
Brand,Elekta
Particles,Photons
Energy,6
Dose Rate,300
Gantry,0
Collimator,0
Couch,0
Field Size X1,5.0
Field Size X2,5.0
Field Size Y1,6.4
Field Size Y2,5.0
Ion Chamber,199.5
Setup,SSD
Distance,100
MU,100
PS,57000
Transducer Type,MPPC S13360-1325CS
Sensor Type,Fiber
Sensor Size,3
Fiber Diameter,0.25
Fiber Length,99
Sensor Position X,0.0
Sensor Position Y,0.0
Sensor Position Z,0.0
Reference Fiber Diameter,0.25
Reference Fiber Length,99
Comments,Test
time,temp,ch0,ch1,PS,-12V,5V,10.58V
25.7000,28.1250,0.0881,0.1174,57.0040,10.6165,5.0182,9.6143
25.8000,28.1250,0.1147,0.1388,57.0016,10.6165,5.0182,9.6143
25.9000,28.1250,0.1136,0.1320,57.0040,10.6165,5.0182,9.6143
26.0000,28.1250,0.1238,0.1260,57.0016,10.6165,5.0182,9.6143
26.1000,28.1250,0.1058,0.1301,57.0016,10.6165,5.0182,9.6143
26.2000,28.1250,0.1155,0.1241,57.0016,10.6165,5.0182,9.6143
26.3000,28.1250,0.1226,0.1256,57.0016,10.6165,5.0182,9.6143
26.4000,28.1250,0.1147,0.1305,57.0016,10.6165,5.0182,9.6143
26.5000,28.1250,0.1058,0.1103,57.0040,10.6165,5.0182,9.6143
26.6000,28.1250,0.1076,0.1103,57.0040,10.6165,5.0182,9.6143
26.7000,28.1250,0.1155,0.1200,57.0040,10.6165,5.0182,9.6143
26.8000,28.1250,0.1335,0.1121,57.0040,10.6165,5.0181,9.6139
26.9000,28.1250,0.1305,0.1530,57.0016,10.6165,5.0182,9.6143
27.0000,28.1250,0.1147,0.1260,57.0016,10.6165,5.0182,9.6143
27.1000,28.1250,0.0990,0.1222,57.0016,10.6165,5.0182,9.6143
27.2000,28.1250,0.1159,0.1301,57.0016,10.6165,5.0182,9.6143
27.3000,28.1250,0.1140,0.1114,57.0016,10.6165,5.0181,9.6143
27.4000,28.1250,0.1256,0.1260,57.0016,10.6165,5.0182,9.6143
27.5000,28.1250,0.1170,0.1279,57.0040,10.6165,5.0182,9.6143
27.6000,28.1250,0.1039,0.1151,57.0040,10.6165,5.0182,9.6143
27.7000,28.1250,0.1208,0.1271,57.0016,10.6165,5.0182,9.6143
27.8000,28.1250,0.0964,0.1328,57.0016,10.6165,5.0182,9.6143
27.9000,28.1875,0.1013,0.1245,57.0016,10.6165,5.0182,9.6143
28.0000,28.1875,0.1076,0.1335,57.0040,10.6165,5.0182,9.6143
28.1000,28.1875,0.1106,0.1226,57.0040,10.6165,5.0182,9.6143
28.2000,28.1875,0.1196,0.1196,57.0016,10.6165,5.0182,9.6143
28.3000,28.1250,0.1189,0.1241,57.0016,10.6165,5.0179,9.6143
28.4000,28.1250,0.1215,0.1136,57.0016,10.6165,5.0182,9.6143
28.5000,28.1250,0.1170,0.1414,57.0016,10.6165,5.0181,9.6143
